image,gt_team_a,gt_team_b,gt_referees,gt_balls,pred_players,pred_referees,pred_balls,team_a_matched_as_player,team_b_matched_as_player,referee_as_referee,referee_wrongly_as_player,player_wrongly_as_referee,ball_matched
lightblue_red_frame_000480.jpg,1,0,0,1,1,0,1,1,0,0,0,0,1
lightblue_red_frame_000485.jpg,1,0,0,1,2,0,1,1,0,0,0,0,1
lightblue_red_frame_000490.jpg,1,0,0,1,1,0,1,1,0,0,0,0,1
lightblue_red_frame_000495.jpg,1,0,0,1,1,0,1,1,0,0,0,0,1
lightblue_red_frame_000500.jpg,1,0,0,1,1,0,0,1,0,0,0,0,0
lightblue_red_frame_000505.jpg,1,0,0,1,1,0,1,1,0,0,0,0,1
lightblue_red_frame_000510.jpg,6,7,1,1,13,1,1,6,7,1,0,0,0
lightblue_red_frame_000515.jpg,7,7,1,1,14,1,1,7,7,1,0,0,0
lightblue_red_frame_000520.jpg,7,7,1,1,14,1,1,7,7,1,0,0,1
lightblue_red_frame_000525.jpg,7,7,2,1,14,2,1,7,7,2,0,0,1
lightblue_red_frame_000530.jpg,7,7,2,1,14,2,1,7,7,2,0,0,1
lightblue_red_frame_000535.jpg,7,7,2,1,14,2,1,7,7,2,0,0,1
lightblue_red_frame_000540.jpg,7,8,2,1,15,3,1,7,8,2,0,0,1
lightblue_red_frame_000545.jpg,7,8,2,1,15,2,0,7,8,2,0,0,0
lightblue_red_frame_000550.jpg,7,8,2,1,15,2,0,7,8,2,0,0,0
lightblue_red_frame_000555.jpg,7,8,2,1,15,2,0,7,8,2,0,0,0
lightblue_red_frame_000560.jpg,7,8,2,1,15,2,0,7,8,2,0,0,0
lightblue_red_frame_000565.jpg,7,8,2,1,16,2,0,7,8,2,0,0,0
lightblue_red_frame_000570.jpg,7,8,2,1,14,2,0,7,7,2,0,0,0
lightblue_red_frame_000575.jpg,7,8,2,1,14,2,0,7,7,2,0,0,0
lightblue_red_frame_000580.jpg,7,8,2,1,17,2,0,7,8,2,0,0,0
lightblue_red_frame_000585.jpg,7,8,2,1,15,2,0,7,8,2,0,0,0
lightblue_red_frame_000590.jpg,7,8,2,1,17,2,0,7,8,2,0,0,0
lightblue_red_frame_000595.jpg,7,8,2,1,14,2,0,7,8,2,0,0,0
lightblue_red_frame_000600.jpg,7,8,2,1,15,2,0,7,8,2,0,0,0
lightblue_red_frame_000605.jpg,2,1,0,1,4,0,1,2,1,0,0,0,1
lightblue_red_frame_000610.jpg,2,1,0,1,4,0,1,2,1,0,0,0,1
lightblue_red_frame_000615.jpg,2,1,0,1,7,0,1,2,1,0,0,0,1
lightblue_red_frame_000620.jpg,3,1,0,1,6,0,1,2,1,0,0,0,1
lightblue_red_frame_000625.jpg,2,1,0,1,4,0,1,2,1,0,0,0,1
lightblue_red_frame_000630.jpg,2,1,0,1,3,0,0,2,1,0,0,0,0
lightblue_red_frame_000635.jpg,6,7,2,1,13,2,0,6,7,2,0,0,0
lightblue_red_frame_000640.jpg,6,7,2,1,13,2,0,6,7,2,0,0,0
lightblue_red_frame_000645.jpg,6,7,2,1,14,2,0,6,7,2,0,0,0
lightblue_red_frame_000650.jpg,6,7,2,1,13,3,0,6,7,2,0,1,0
lightblue_red_frame_000655.jpg,6,7,2,1,13,2,0,6,7,2,0,0,0
lightblue_red_frame_000660.jpg,6,7,2,1,14,2,0,6,7,2,0,0,0
lightblue_red_frame_000665.jpg,6,7,2,1,13,2,0,6,7,2,0,0,0
lightblue_red_frame_000670.jpg,6,7,2,1,15,2,2,6,7,2,0,0,1
lightblue_red_frame_000675.jpg,6,8,2,1,14,2,1,6,8,2,0,0,1
lightblue_red_frame_000680.jpg,6,8,2,1,14,2,1,6,8,2,0,0,0
lightblue_red_frame_000685.jpg,7,8,2,1,15,2,1,7,8,2,0,0,1
lightblue_red_frame_000690.jpg,7,8,2,1,15,2,1,7,8,2,0,0,0
lightblue_red_frame_000695.jpg,7,8,2,1,14,2,1,7,8,2,0,0,1
lightblue_red_frame_000700.jpg,7,8,2,1,14,2,1,7,8,2,0,0,1
lightblue_red_frame_000705.jpg,7,8,2,1,15,2,1,7,8,2,0,0,1
lightblue_red_frame_000710.jpg,7,9,2,1,17,2,0,7,9,2,0,0,0
lightblue_red_frame_000715.jpg,7,9,2,1,16,2,0,7,9,2,0,0,0
lightblue_red_frame_000720.jpg,7,9,2,1,16,2,0,7,9,2,0,0,0
lightblue_red_frame_000725.jpg,6,9,2,1,17,2,0,6,9,2,0,0,0
lightblue_red_frame_000730.jpg,6,9,2,1,16,2,0,6,9,2,0,0,0
lightblue_red_frame_000735.jpg,7,9,2,1,17,2,1,7,9,2,0,0,0
lightblue_red_frame_000740.jpg,7,8,2,1,15,2,0,7,8,2,0,0,0
lightblue_red_frame_000745.jpg,7,8,2,1,15,2,0,7,8,2,0,0,0
lightblue_red_frame_000750.jpg,6,7,2,1,13,2,0,6,7,2,0,0,0
lightblue_red_frame_000755.jpg,6,6,2,1,12,2,1,6,6,2,0,0,1
lightblue_red_frame_000760.jpg,5,6,2,1,13,2,1,5,6,2,0,0,1
lightblue_red_frame_000765.jpg,5,7,2,1,11,2,1,5,7,2,0,0,0
lightblue_red_frame_000770.jpg,5,7,1,1,12,1,1,5,7,1,0,0,0
lightblue_red_frame_000775.jpg,7,6,1,1,13,1,1,7,6,1,0,0,1
lightblue_red_frame_000780.jpg,7,6,1,1,13,1,1,7,6,1,0,0,1
lightblue_red_frame_000785.jpg,7,5,0,1,12,0,1,7,5,0,0,0,1
lightblue_red_frame_000790.jpg,7,5,0,1,12,0,1,7,5,0,0,0,1
lightblue_red_frame_000795.jpg,7,5,0,1,13,0,1,7,5,0,0,0,0
lightblue_red_frame_000800.jpg,6,5,0,1,12,0,1,6,5,0,0,0,1
lightblue_red_frame_000805.jpg,6,5,0,1,11,0,0,6,5,0,0,0,0
lightblue_red_frame_000810.jpg,6,5,0,1,12,0,0,6,5,0,0,0,0
lightblue_red_frame_000815.jpg,5,5,0,1,10,0,0,5,5,0,0,0,0
lightblue_red_frame_000820.jpg,5,5,0,1,10,0,0,5,5,0,0,0,0
lightblue_red_frame_000825.jpg,5,5,0,1,10,0,1,5,5,0,0,0,1
lightblue_red_frame_000830.jpg,5,5,0,1,10,0,0,5,5,0,0,0,0
lightblue_red_frame_000835.jpg,5,5,0,1,10,0,1,5,5,0,0,0,1
lightblue_red_frame_000840.jpg,5,5,0,1,10,0,1,5,5,0,0,0,1
lightblue_red_frame_000845.jpg,5,5,0,1,10,0,1,5,5,0,0,0,1
lightblue_red_frame_000850.jpg,5,4,0,1,9,0,1,5,4,0,0,0,1
lightblue_red_frame_000855.jpg,4,2,0,1,8,0,1,4,2,0,0,0,1
lightblue_red_frame_000860.jpg,5,2,0,1,7,0,1,5,2,0,0,0,1
lightblue_red_frame_000865.jpg,5,2,0,1,7,0,1,5,2,0,0,0,1
lightblue_red_frame_000870.jpg,5,2,0,1,7,0,1,5,2,0,0,0,1
lightblue_red_frame_000875.jpg,5,2,0,1,7,0,0,5,2,0,0,0,0
lightblue_red_frame_000880.jpg,5,2,0,1,7,0,1,5,2,0,0,0,1
lightblue_red_frame_000885.jpg,5,2,0,1,7,0,1,5,2,0,0,0,1
lightblue_red_frame_000890.jpg,5,2,0,1,7,0,1,5,2,0,0,0,1
lightblue_red_frame_000895.jpg,5,2,0,1,7,0,1,5,2,0,0,0,1
lightblue_red_frame_000900.jpg,5,2,0,1,7,0,1,5,2,0,0,0,1
lightblue_red_frame_000905.jpg,5,2,0,1,7,0,1,5,2,0,0,0,1
lightblue_red_frame_000910.jpg,5,2,0,1,7,0,1,5,2,0,0,0,1
lightblue_red_frame_000915.jpg,1,0,0,1,2,0,1,1,0,0,0,0,1
lightblue_red_frame_000920.jpg,1,0,0,1,1,0,1,1,0,0,0,0,0
lightblue_red_frame_000925.jpg,1,0,0,1,1,0,1,1,0,0,0,0,1
lightblue_red_frame_000930.jpg,2,0,0,1,3,0,1,2,0,0,0,0,0
lightblue_red_frame_000935.jpg,2,0,0,1,3,0,1,2,0,0,0,0,0
lightblue_red_frame_000940.jpg,2,0,0,1,3,0,1,2,0,0,0,0,1
lightblue_red_frame_000945.jpg,1,0,0,0,2,0,0,1,0,0,0,0,0
lightblue_red_frame_000950.jpg,1,0,0,0,4,0,0,1,0,0,0,0,0
lightblue_red_frame_000955.jpg,1,0,0,1,1,0,0,1,0,0,0,0,0
lightblue_red_frame_000960.jpg,5,3,0,1,8,0,0,5,3,0,0,0,0
lightblue_red_frame_000965.jpg,5,3,0,1,8,0,0,5,3,0,0,0,0
lightblue_red_frame_000970.jpg,5,3,0,1,8,0,1,5,3,0,0,0,1
lightblue_red_frame_000975.jpg,5,3,0,1,8,0,1,5,3,0,0,0,1
lightblue_red_frame_000980.jpg,5,3,0,1,8,0,0,5,3,0,0,0,0
lightblue_red_frame_000985.jpg,5,3,0,1,8,0,1,5,3,0,0,0,1
lightblue_red_frame_000990.jpg,5,4,0,1,9,0,2,5,4,0,0,0,1
lightblue_red_frame_000995.jpg,5,4,0,1,9,0,1,5,4,0,0,0,1
lightblue_red_frame_001000.jpg,5,4,0,1,9,0,1,5,4,0,0,0,1
lightblue_red_frame_001005.jpg,5,4,0,1,9,0,1,5,4,0,0,0,1
lightblue_red_frame_001010.jpg,5,4,0,1,9,0,0,5,4,0,0,0,0
lightblue_red_frame_001015.jpg,5,4,0,1,10,0,1,5,4,0,0,0,1
lightblue_red_frame_001020.jpg,5,3,0,1,8,0,1,5,3,0,0,0,1
lightblue_red_frame_001025.jpg,5,3,0,1,8,0,1,5,3,0,0,0,1
lightblue_red_frame_001030.jpg,5,3,0,1,8,0,1,5,3,0,0,0,1
lightblue_red_frame_001035.jpg,5,3,0,1,8,0,1,5,3,0,0,0,1
lightblue_red_frame_001040.jpg,5,3,0,1,8,0,1,5,3,0,0,0,1
lightblue_red_frame_001045.jpg,5,3,0,1,8,0,1,5,3,0,0,0,1
lightblue_red_frame_001050.jpg,5,3,0,1,8,1,1,5,3,0,0,0,1
lightblue_red_frame_001055.jpg,5,3,0,1,8,2,1,5,3,0,0,0,1
lightblue_red_frame_001060.jpg,5,3,0,1,8,0,0,5,3,0,0,0,0
lightblue_red_frame_001065.jpg,5,2,0,1,7,0,1,5,2,0,0,0,0
lightblue_red_frame_001070.jpg,5,2,0,1,7,0,1,5,2,0,0,0,1
lightblue_red_frame_001075.jpg,5,2,0,1,7,0,1,5,2,0,0,0,0
lightblue_red_frame_001080.jpg,5,2,0,1,7,0,1,5,2,0,0,0,0
lightblue_red_frame_001085.jpg,5,2,0,1,7,0,1,5,2,0,0,0,0
lightblue_red_frame_001090.jpg,5,2,0,1,7,0,0,5,2,0,0,0,0
lightblue_red_frame_001095.jpg,5,4,0,1,10,0,1,5,4,0,0,0,0
lightblue_red_frame_001100.jpg,5,4,0,1,9,0,0,5,4,0,0,0,0
lightblue_red_frame_001105.jpg,5,4,0,1,9,0,0,5,4,0,0,0,0
lightblue_red_frame_001110.jpg,5,4,0,1,9,0,0,5,4,0,0,0,0
lightblue_red_frame_001115.jpg,5,4,0,1,9,0,0,5,4,0,0,0,0
lightblue_red_frame_001120.jpg,5,4,0,1,9,0,0,5,4,0,0,0,0
lightblue_red_frame_001125.jpg,5,4,0,1,9,0,0,5,4,0,0,0,0
lightblue_red_frame_001130.jpg,5,4,0,1,9,0,0,5,4,0,0,0,0
lightblue_red_frame_001135.jpg,5,4,0,1,9,0,0,5,4,0,0,0,0
lightblue_red_frame_001140.jpg,5,4,0,1,9,0,0,5,4,0,0,0,0
lightblue_red_frame_001145.jpg,5,4,0,1,9,0,0,5,4,0,0,0,0
lightblue_red_frame_001150.jpg,5,5,0,1,10,0,0,5,5,0,0,0,0
lightblue_red_frame_001155.jpg,5,5,0,1,10,0,0,5,5,0,0,0,0
lightblue_red_frame_001160.jpg,5,5,0,1,11,0,0,5,5,0,0,0,0
lightblue_red_frame_001165.jpg,5,5,0,1,10,0,1,5,5,0,0,0,1
lightblue_red_frame_001170.jpg,5,5,0,1,10,0,1,5,5,0,0,0,0
lightblue_red_frame_001175.jpg,5,5,0,1,10,0,0,5,5,0,0,0,0
lightblue_red_frame_001180.jpg,5,5,0,1,9,0,1,4,5,0,0,0,0
lightblue_red_frame_001185.jpg,4,4,0,1,8,0,1,4,4,0,0,0,1
lightblue_red_frame_001190.jpg,4,4,0,1,8,0,1,4,4,0,0,0,1
lightblue_red_frame_001195.jpg,4,4,0,1,8,0,1,4,4,0,0,0,1
lightblue_red_frame_001200.jpg,4,3,0,1,7,0,1,4,3,0,0,0,1
lightblue_red_frame_001205.jpg,4,3,0,1,7,0,1,4,3,0,0,0,1
lightblue_red_frame_001210.jpg,4,3,0,1,7,0,1,4,3,0,0,0,1
lightblue_red_frame_001215.jpg,4,3,0,1,7,0,1,4,3,0,0,0,1
lightblue_red_frame_001220.jpg,4,2,0,1,6,0,1,4,2,0,0,0,1
lightblue_red_frame_001225.jpg,4,2,0,1,6,0,1,4,2,0,0,0,1
lightblue_red_frame_001230.jpg,4,2,0,1,6,0,1,4,2,0,0,0,1
lightblue_red_frame_001235.jpg,4,2,0,1,6,0,0,4,2,0,0,0,0
lightblue_red_frame_001240.jpg,4,2,0,1,6,0,1,4,2,0,0,0,1
lightblue_red_frame_001245.jpg,4,2,0,1,6,0,1,4,2,0,0,0,1
lightblue_red_frame_001250.jpg,4,2,0,1,6,0,1,4,2,0,0,0,1
lightblue_red_frame_001255.jpg,4,2,0,1,6,0,1,4,2,0,0,0,1
lightblue_red_frame_001260.jpg,5,3,0,1,8,0,0,5,3,0,0,0,0
lightblue_red_frame_001265.jpg,5,3,0,1,8,0,0,5,3,0,0,0,0
lightblue_red_frame_001270.jpg,5,5,0,1,10,0,1,5,5,0,0,0,0
lightblue_red_frame_001275.jpg,5,5,0,1,10,0,1,5,5,0,0,0,1
lightblue_red_frame_001280.jpg,6,6,1,1,13,1,1,6,6,1,1,0,1
lightblue_red_frame_001285.jpg,7,6,2,1,13,2,1,6,6,2,1,0,1
lightblue_red_frame_001290.jpg,6,6,2,1,11,2,1,5,6,2,0,0,1
lightblue_red_frame_001295.jpg,5,7,2,1,10,2,1,4,6,2,0,0,1
lightblue_red_frame_001300.jpg,5,6,2,1,11,2,1,5,6,2,0,0,1
lightblue_red_frame_001305.jpg,5,6,2,1,11,2,1,5,6,2,0,0,0
lightblue_red_frame_001310.jpg,5,6,2,1,11,2,1,5,6,2,0,0,1
lightblue_red_frame_001315.jpg,5,6,2,1,10,2,1,5,5,2,0,0,1
lightblue_red_frame_001320.jpg,5,6,2,1,11,2,1,5,6,2,0,0,1
lightblue_red_frame_001325.jpg,5,7,2,1,10,2,1,5,5,2,0,0,1
lightblue_red_frame_001330.jpg,5,7,2,1,11,2,0,5,6,2,0,0,0
lightblue_red_frame_001335.jpg,4,7,2,1,11,2,1,4,7,2,0,0,1
lightblue_red_frame_001340.jpg,4,7,2,0,9,2,0,4,6,2,0,0,0
lightblue_red_frame_001345.jpg,4,7,2,0,10,2,0,4,6,2,0,0,0
lightblue_red_frame_001350.jpg,4,7,2,0,9,2,0,4,5,2,0,0,0
lightblue_red_frame_001355.jpg,4,6,2,0,9,2,0,4,6,2,0,0,0
lightblue_red_frame_001360.jpg,3,3,0,0,6,0,0,3,3,0,0,0,0
lightblue_red_frame_001365.jpg,3,3,0,0,7,0,0,3,3,0,0,0,0
lightblue_red_frame_001370.jpg,3,3,0,0,7,0,0,3,3,0,0,0,0
lightblue_red_frame_001375.jpg,4,2,0,0,6,0,0,4,2,0,0,0,0
lightblue_red_frame_001380.jpg,4,2,0,0,6,0,0,4,2,0,0,0,0
lightblue_red_frame_001385.jpg,5,3,0,0,13,0,0,5,3,0,0,0,0
lightblue_red_frame_001390.jpg,3,3,0,0,7,0,0,3,2,0,0,0,0
lightblue_red_frame_001395.jpg,3,3,0,0,7,0,0,3,2,0,0,0,0
lightblue_red_frame_001400.jpg,3,4,0,0,9,0,0,3,3,0,0,0,0
lightblue_red_frame_001405.jpg,3,4,0,0,9,0,0,3,4,0,0,0,0
lightblue_red_frame_001410.jpg,3,4,0,0,9,0,0,3,4,0,0,0,0
lightblue_red_frame_001415.jpg,2,4,0,0,6,0,0,2,4,0,0,0,0
lightblue_red_frame_001420.jpg,2,4,0,0,9,0,0,2,4,0,0,0,0
lightblue_red_frame_001425.jpg,3,4,0,0,7,0,0,2,3,0,0,0,0
lightblue_red_frame_001430.jpg,3,3,0,0,5,0,0,3,2,0,0,0,0
lightblue_red_frame_001435.jpg,3,3,1,0,8,1,0,2,3,1,0,0,0
lightblue_red_frame_001440.jpg,2,4,1,0,7,1,0,2,4,1,0,0,0
lightblue_red_frame_001445.jpg,3,4,2,0,7,2,0,1,4,2,0,0,0
lightblue_red_frame_001450.jpg,2,4,2,0,7,2,0,2,4,2,1,0,0
lightblue_red_frame_001455.jpg,2,4,2,0,6,1,0,2,4,1,1,0,0
lightblue_red_frame_001460.jpg,2,3,2,0,8,1,0,2,3,1,1,0,0
lightblue_red_frame_001465.jpg,3,3,2,0,7,2,0,2,3,2,0,0,0
lightblue_red_frame_001470.jpg,3,3,2,0,8,2,0,3,3,2,0,0,0
lightblue_red_frame_001475.jpg,2,4,1,0,7,1,0,2,4,1,0,0,0
lightblue_red_frame_001480.jpg,2,4,0,0,7,0,0,2,4,0,0,0,0
lightblue_red_frame_001485.jpg,2,4,0,0,8,0,0,2,4,0,0,0,0
lightblue_red_frame_001490.jpg,2,4,1,0,5,1,0,1,4,1,0,0,0
lightblue_red_frame_001495.jpg,1,4,1,0,8,1,0,1,4,1,1,0,0
lightblue_red_frame_001500.jpg,1,4,2,0,5,2,0,1,4,2,0,0,0
lightblue_red_frame_001505.jpg,2,4,2,0,7,1,0,2,4,1,0,0,0
lightblue_red_frame_001510.jpg,2,4,2,0,10,0,0,2,4,0,0,0,0
lightblue_red_frame_001515.jpg,2,4,1,0,10,1,0,2,4,1,1,0,0
lightblue_red_frame_001520.jpg,1,4,2,0,10,2,0,1,4,2,1,0,0
lightblue_red_frame_001525.jpg,2,3,2,0,4,2,0,1,2,2,1,0,0
lightblue_red_frame_001530.jpg,1,0,2,0,3,1,0,1,0,1,1,0,0
lightblue_red_frame_001535.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0
lightblue_red_frame_001540.jpg,1,0,0,0,3,0,0,1,0,0,0,0,0
lightblue_red_frame_001545.jpg,1,0,0,0,3,0,0,1,0,0,0,0,0
lightblue_red_frame_001550.jpg,1,0,0,1,1,0,1,1,0,0,0,0,1
lightblue_red_frame_001555.jpg,1,0,0,1,1,0,1,1,0,0,0,0,1
lightblue_red_frame_001560.jpg,1,0,0,1,2,0,1,1,0,0,0,0,1
lightblue_red_frame_001565.jpg,1,0,0,1,3,0,1,1,0,0,0,0,1
lightblue_red_frame_001570.jpg,1,0,0,1,4,0,1,1,0,0,0,0,1
lightblue_red_frame_001575.jpg,1,0,0,1,1,0,1,1,0,0,0,0,1
lightblue_red_frame_001580.jpg,1,0,0,1,1,0,1,1,0,0,0,0,1
lightblue_red_frame_001585.jpg,1,0,0,1,1,0,1,1,0,0,0,0,1
lightblue_red_frame_001590.jpg,1,0,0,1,2,0,1,1,0,0,0,0,1
lightblue_red_frame_001595.jpg,1,0,0,1,1,0,0,1,0,0,0,0,0
